COD_CURSO;NOME_CURSO;AREA_CONHECIMENTO;ANO_EVASAO;PERIODO_EVASAO;FORMA_EVASAO;COTISTA;TIPO_COTA;SEXO;ET_BRANCA;ET_PRETA;ET_AMARELA;ET_PARDA;ET_INDIGINA;ET_NAO_INFORMADO;ET_NAO_DECLARADA;QTDE

10;Física;Programas básicos;2011;1º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10;Física;Programas básicos;2011;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;2;1;0;0;0;5
10;Física;Programas básicos;2011;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;3;0;0;1;0;0;0;4
10;Física;Programas básicos;2011;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;10;2;0;3;0;0;0;15
10;Física;Programas básicos;2011;1º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;F;2;0;0;0;0;0;0;2
10;Física;Programas básicos;2011;1º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;M;4;2;0;1;0;0;0;7
10;Física;Programas básicos;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;1;0;0;0;0;0;1;2
10;Física;Programas básicos;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
10;Física;Programas básicos;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Cotista tipo indefinido;M;1;1;0;0;0;0;0;2
10;Física;Programas básicos;2011;1º Semestre;Desligamento: Descumpriu Plano de Estudos;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
10;Física;Programas básicos;2011;1º Semestre;Não Informado;N;Ampla concorrência;M;0;0;0;0;0;0;1;1
10;Física;Programas básicos;2011;1º Semestre;Não Informado;S;Cotista tipo indefinido;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;F;0;1;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;M;1;2;0;3;0;0;0;6
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;S;Reserva;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;11;2;1;4;0;0;0;18
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Cotista tipo indefinido;M;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Formado;N;Ampla concorrência;M;3;0;0;1;0;0;0;4
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desistência;N;Ampla concorrência;M;2;1;0;1;0;0;1;5
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desistência;S;Reserva;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;4;0;0;2;0;0;0;6
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;0;0;1;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;1;0;0;0;0;0;2
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2011;1º Semestre;Formado;N;Ampla concorrência;M;3;0;0;2;0;0;0;5
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Formado;N;Ampla concorrência;F;1;1;0;0;0;0;0;2
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Formado;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2011;1º Semestre;Formado;N;Ampla concorrência;M;1;1;1;0;0;0;0;3
16;Estatística;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;F;0;0;0;0;0;0;2;2
16;Estatística;Ciências naturais, matemática e estatística;2011;1º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;M;1;0;0;0;0;0;1;2
16;Estatística;Ciências naturais, matemática e estatística;2011;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;2;0;0;0;3
32;Química;Programas básicos;2011;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32;Química;Programas básicos;2011;1º Semestre;Transferência Interna;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Formado;N;Ampla concorrência;F;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;1º Semestre;Formado;N;Ampla concorrência;M;3;0;0;0;0;0;0;3
32 L;Química - Licenciatura;Educação;2011;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2011;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2011;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
10;Física;Programas básicos;2011;2º Semestre;Desistência;N;Ampla concorrência;M;3;2;0;0;0;0;0;5
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;N;Ampla concorrência;F;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;N;Ampla concorrência;M;6;1;0;2;0;0;0;9
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;S;Reserva;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;F;2;1;0;0;0;0;0;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;Educação;2011;2º Semestre;Desistência;N;Ampla concorrência;M;4;0;0;2;0;0;0;6
10 L;Física - Licenciatura;Educação;2011;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2011;2º Semestre;Formado;N;Ampla concorrência;M;5;1;0;1;0;0;0;7
10 L;Física - Licenciatura;Educação;2011;2º Semestre;Reopção de Curso;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2011;2º Semestre;Formado;N;Ampla concorrência;F;4;0;0;5;0;0;0;9
12 L;Matemática - Licenciatura;Educação;2011;2º Semestre;Formado;N;Ampla concorrência;M;4;0;0;4;0;0;1;9
16;Estatística;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;2;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2011;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2011;2º Semestre;Reopção de Curso;N;Ampla concorrência;F;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;N;Ampla concorrência;M;3;0;0;1;0;0;0;4
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Desistência;S;Reserva;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;F;7;1;0;0;0;0;0;8
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;M;5;0;0;2;0;0;0;7
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2011;2º Semestre;Reopção de Curso;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
32 L;Química - Licenciatura;Educação;2011;2º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2011;2º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2011;2º Semestre;Formado;N;Ampla concorrência;F;2;0;0;1;0;0;0;3
32 L;Química - Licenciatura;Educação;2011;2º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2011;2º Semestre;Formado;N;Ampla concorrência;M;3;0;0;2;0;0;0;5
10;Física;Programas básicos;2012;1º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10;Física;Programas básicos;2012;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
10;Física;Programas básicos;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;3;0;0;0;0;0;0;3
10;Física;Programas básicos;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;9;1;0;3;0;0;1;14
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;N;Ampla concorrência;F;2;1;0;1;0;0;0;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;N;Ampla concorrência;M;5;0;0;1;0;0;0;6
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;S;Reserva;M;0;0;1;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;11;1;0;0;0;0;0;12
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;M;2;0;0;0;0;0;2;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Reopção de Curso;N;Ampla concorrência;M;3;0;0;0;0;0;0;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Reopção de Curso;S;Reserva;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Transferido;S;Reserva;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;3;0;0;1;6
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Desistência;S;Reserva;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;1;0;2;0;0;1;6
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;6;1;0;5;0;0;0;12
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Formado;N;Ampla concorrência;M;6;1;0;0;0;0;0;7
10 L;Física - Licenciatura;Educação;2012;1º Semestre;Reopção de Curso;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2012;1º Semestre;Formado;N;Ampla concorrência;F;1;0;1;2;0;0;0;4
12 L;Matemática - Licenciatura;Educação;2012;1º Semestre;Formado;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;N;Ampla concorrência;F;2;0;0;1;0;0;0;3
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;0;0;0;1;1
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;S;Reserva;M;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;0;0;0;0;0;2;2;4
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;5;0;0;1;0;0;0;6
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;S;Reserva;M;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2012;1º Semestre;Reopção de Curso;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
32;Química;Programas básicos;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
32;Química;Programas básicos;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;4;0;0;1;0;0;0;5
32;Química;Programas básicos;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;N;Ampla concorrência;F;3;0;0;1;1;0;1;6
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desistência;S;Reserva;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento por Abandono;S;Reserva;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;F;5;0;0;1;0;0;0;6
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;1º Semestre;Reopção de Curso;S;Reserva;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desistência;N;Ampla concorrência;M;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desistência;S;Reserva;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;1º Semestre;Formado;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2012;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
10;Física;Programas básicos;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;0;0;0;0;1;0;0;1
10;Física;Programas básicos;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;3;0;0;3;0;0;0;6
10;Física;Programas básicos;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;N;Ampla concorrência;M;2;0;1;2;0;0;2;7
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;S;Reserva;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;0;0;0;2;0;0;1;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;8;1;0;2;0;0;1;12
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;S;Reserva;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;3;0;0;2;0;0;0;5
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;M;4;0;0;3;0;0;0;7
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;1;0;0;0;0;0;2
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;6;1;0;6;0;0;0;13
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Desligamento por Abandono;S;Cotista tipo indefinido;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
10 L;Física - Licenciatura;Educação;2012;2º Semestre;Formado;N;Ampla concorrência;M;1;0;0;2;0;0;0;3
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;M;0;0;0;2;0;0;0;2
12 L;Matemática - Licenciatura;Educação;2012;2º Semestre;Formado;N;Ampla concorrência;F;4;0;0;2;0;0;0;6
12 L;Matemática - Licenciatura;Educação;2012;2º Semestre;Formado;N;Ampla concorrência;M;4;0;0;2;0;0;1;7
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;2;0;0;0;4
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;3;0;0;0;0;0;0;3
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;6;1;0;2;0;0;0;9
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;1;0;3;0;0;0;5
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;M;0;1;0;0;0;0;0;1
32;Química;Programas básicos;2012;2º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
32;Química;Programas básicos;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;0;1;0;1;0;0;0;2
32;Química;Programas básicos;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;5;1;0;1;0;0;0;7
32;Química;Programas básicos;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;N;Ampla concorrência;F;0;0;1;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desistência;S;Reserva;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento por Abandono;S;Reserva;F;1;2;0;1;0;0;0;4
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Reserva;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;S;Reserva;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;2º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;3;0;1;2;0;0;0;6
32 L;Química - Licenciatura;Educação;2012;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
32 L;Química - Licenciatura;Educação;2012;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2012;2º Semestre;Formado;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2012;2º Semestre;Formado;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
10;Física;Programas básicos;2013;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2013;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;1;2;0;0;0;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2013;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;2;0;0;1;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2013;1º Semestre;Desistência;S;Baixa Renda e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2013;1º Semestre;Formado;N;Ampla concorrência;F;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2013;1º Semestre;Formado;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2013;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2013;1º Semestre;Desistência;N;Ampla concorrência;M;1;2;0;1;0;0;0;4
10 L;Física - Licenciatura;Educação;2013;1º Semestre;Desistência;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
