"COD_CURSO","NOME_CURSO","ANO_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","FORMA_INGRESSO","PERIODO_EVASAO","FORMA_EVASAO","CRA","CRN","COTISTA","NUM_VERSAO","DT_SAIDA","DT_SAIDA_1","SEXO","ETNIA","TURNO_CURSO","SEM_INGRESSO","RETENCAO_PERIODOS","RETENCAO_MESES","NOMEE_CURSO","MODALIDADE","FORMA_EVASAO_limpo","id_estudante","hash_completo"
"12 B","Matemática - Bacharelado",2013,"1º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,12.1551,"N","2006","07/01/2016","07/01/2016","F","Branca","Integral",1,5,30,"Matemática","Bacharelado","Desligamento",1305,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2016,"2º Semestre",2019,"Reopção de Curso","1º Semestre","Desligamento: Resolução 68/2017-CEPE",4.87,4.1625,"N","2006","23/05/2019","23/05/2019","M","Parda","Integral",2,5,30,"Matemática","Bacharelado","Desligamento",1306,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2023,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",0.54,2.4228,"N","2006","31/03/2025","31/03/2025","F","Branca","Integral",1,3,18,"Matemática","Bacharelado","Desistência",1307,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"2º Semestre",2023,"Novo Curso","2º Semestre","Desistência",0,2.4824,"N","2006","21/09/2023","21/09/2023","N","Parda","Integral",2,4,24,"Matemática","Bacharelado","Desistência",1308,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",1.3,2.6769,"N","2006","27/05/2025","27/05/2025","M","Branca","Integral",1,12,72,"Matemática","Bacharelado","Desligamento",1309,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"2º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,12.1551,"N","2006","07/01/2016","07/01/2016","M","Parda","Integral",2,4,24,"Matemática","Bacharelado","Desligamento",1310,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",2.1,5,"S","2006","01/08/2022","01/08/2022","M","Parda","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1311,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2020,"1º Semestre",2023,"Sisu","2º Semestre","Formado",8.21,16.314,"N","2006","10/01/2024","10/01/2024","M","Parda","Integral",1,7,42,"Matemática","Bacharelado","Formado",1312,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2018,"1º Semestre",2022,"Sisu","2º Semestre","Formado",9.33,16.5235,"N","2006","24/03/2023","24/03/2023","M","Branca","Integral",1,9,54,"Matemática","Bacharelado","Formado",1313,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2022,"Sisu","1º Semestre","Reopção de Curso",5.56,5.0087,"N","2006","06/09/2022","06/09/2022","M","Branca","Integral",1,6,36,"Matemática","Bacharelado","Transferência",1314,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"2º Semestre",2018,"Vestibular","1º Semestre","Formado",8.62,16.8525,"S","2006","02/08/2018","02/08/2018","M","Parda","Integral",2,5,30,"Matemática","Bacharelado","Formado",1315,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2014,"1º Semestre",2016,"Permanência","2º Semestre","Desligamento por Abandono",0,12.3681,"N","2006","16/03/2017","16/03/2017","M","Parda","Integral",1,5,30,"Matemática","Bacharelado","Desligamento",1316,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"1º Semestre",2016,"Permanência","2º Semestre","Desligamento por Abandono",0,12.3681,"N","2006","16/03/2017","16/03/2017","M","Parda","Integral",1,7,42,"Matemática","Bacharelado","Desligamento",1317,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2020,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",0,5,"N","2006","22/04/2021","22/04/2021","M","Parda","Integral",1,1,6,"Matemática","Bacharelado","Desistência",1318,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",5.71,5.1096,"S","2006","29/10/2021","29/10/2021","F","Branca","Integral",1,5,30,"Matemática","Bacharelado","Desistência",1319,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2017,"1º Semestre",2017,"Reopção de Curso","1º Semestre","Formado",8.82,17.5573,"N","2006","28/07/2017","28/07/2017","M","Branca","Integral",1,0,0,"Matemática","Bacharelado","Formado",1320,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2022,"Novo Curso","1º Semestre","Desligamento: Resolução 68/2017-CEPE",9.33,6.4681,"N","2006","01/09/2022","01/09/2022","M","Não quis declarar","Integral",1,6,36,"Matemática","Bacharelado","Desligamento",1321,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"2º Semestre",2018,"Permanência","2º Semestre","Formado",5.07,14.3387,"N","2006","07/02/2019","07/02/2019","M","Parda","Integral",2,6,36,"Matemática","Bacharelado","Formado",1322,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",2.57,3.6588,"S","2006","11/08/2023","11/08/2023","F","Parda","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1323,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2022,"2º Semestre",2024,"Novo Curso","2º Semestre","Desistência",0,2.1209,"N","2006","09/12/2024","09/12/2024","M","Branca","Integral",2,4,24,"Matemática","Bacharelado","Desistência",1324,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2011,"2º Semestre",2015,"Vestibular","1º Semestre","Formado",6.5,14.7257,"N","2006","07/08/2015","07/08/2015","F","Branca","Integral",2,7,42,"Matemática","Bacharelado","Formado",1325,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",3.53,4.019,"N","2006","27/05/2025","27/05/2025","M","Amarela","Integral",1,6,36,"Matemática","Bacharelado","Desligamento",1326,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"2º Semestre",2021,"Vestibular","1º Semestre","Formado",5.4,14.6403,"N","2006","25/11/2021","25/11/2021","M","Parda","Integral",2,11,66,"Matemática","Bacharelado","Formado",1327,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"2º Semestre",2016,"Permanência","2º Semestre","Desligamento por Abandono",5.3,14.3162,"N","2006","16/03/2017","16/03/2017","F","Branca","Integral",2,6,36,"Matemática","Bacharelado","Desligamento",1328,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0.53,5,"S","2006","25/10/2021","25/10/2021","M","Preta","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1329,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"1º Semestre",2019,"Permanência","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,12.3417,"N","2006","12/04/2019","12/04/2019","M","Preta","Integral",1,8,48,"Matemática","Bacharelado","Desligamento",1330,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2020,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",7.62,5.7164,"N","2006","19/07/2022","19/07/2022","M","Branca","Integral",1,4,24,"Matemática","Bacharelado","Desistência",1331,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"1º Semestre",2022,"Sisu","2º Semestre","Desistência",0.76,2.7892,"N","2006","17/11/2022","17/11/2022","M","Parda","Integral",1,3,18,"Matemática","Bacharelado","Desistência",1332,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0.12,5,"S","2006","18/08/2022","18/08/2022","F","Preta","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1333,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"1º Semestre",2016,"Permanência","2º Semestre","Desligamento por Abandono",0,5,"N","2006","16/03/2017","16/03/2017","F","Parda","Integral",1,3,18,"Matemática","Bacharelado","Desligamento",1334,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",4.11,4.3637,"N","2006","11/08/2023","11/08/2023","F","Branca","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1335,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0.34,5,"S","2006","02/08/2019","02/08/2019","F","Parda","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1336,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2012,"2º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,12.1551,"N","2006","07/01/2016","07/01/2016","F","Parda","Integral",2,6,36,"Matemática","Bacharelado","Desligamento",1337,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"2º Semestre",2018,"Vestibular","1º Semestre","Reopção de curso",2.76,4.1188,"S","2006","18/07/2018","18/07/2018","F","Parda","Integral",2,5,30,"Matemática","Bacharelado","Transferência",1338,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2017,"1º Semestre",2021,"Sisu","1º Semestre","Formado",9.54,16.4563,"S","2006","25/11/2021","25/11/2021","M","Parda","Integral",1,8,48,"Matemática","Bacharelado","Formado",1339,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"2º Semestre",2017,"Novo Curso","2º Semestre","Formado",8.56,16.9895,"N","2006","02/02/2018","02/02/2018","M","Parda","Integral",2,4,24,"Matemática","Bacharelado","Formado",1340,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2012,"1º Semestre",2015,"Permanência","1º Semestre","Desligamento por Abandono",1.64,14.913,"N","2006","12/05/2015","12/05/2015","F","Parda","Integral",1,6,36,"Matemática","Bacharelado","Desligamento",1341,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"1º Semestre",2024,"Sisu","1º Semestre","Desistência",1.71,3.3154,"N","2006","19/06/2024","19/06/2024","M","Branca","Integral",1,6,36,"Matemática","Bacharelado","Desistência",1342,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2014,"2º Semestre",2019,"Permanência","1º Semestre","Desligamento: Resolução 68/2017-CEPE",7.31,15.0747,"N","2006","05/04/2019","05/04/2019","M","Branca","Integral",2,9,54,"Matemática","Bacharelado","Desligamento",1343,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",0.13,2.5798,"S","2006","02/02/2021","02/02/2021","M","Branca","Integral",1,3,18,"Matemática","Bacharelado","Desistência",1344,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2012,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",5.89,14.7941,"N","2006","01/03/2016","01/03/2016","M","Preta","Integral",1,7,42,"Matemática","Bacharelado","Formado",1345,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"1º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,5,"N","2006","07/01/2016","07/01/2016","M","Branca","Integral",1,5,30,"Matemática","Bacharelado","Desligamento",1346,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"1º Semestre",2017,"Vestibular","2º Semestre","Formado",7.63,15.1635,"N","2006","02/02/2018","02/02/2018","F","Branca","Integral",1,9,54,"Matemática","Bacharelado","Formado",1347,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"2º Semestre",2021,"Novo Curso","2º Semestre","Desistência",0,5,"N","2006","16/02/2022","16/02/2022","M","Parda","Integral",2,0,0,"Matemática","Bacharelado","Desistência",1348,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2016,"2º Semestre",2020,"Vestibular","2º Semestre","Formado",6.6,15.1408,"N","2006","09/07/2021","09/07/2021","M","Branca","Integral",2,8,48,"Matemática","Bacharelado","Formado",1349,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"N","2006","23/07/2021","23/07/2021","M","Branca","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1350,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0.34,5,"S","2006","06/09/2022","06/09/2022","M","Preta","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1351,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"1º Semestre",2019,"Permanência","1º Semestre","Desligamento: Resolução 68/2017-CEPE",2.74,13.3661,"N","2006","15/05/2019","15/05/2019","M","Preta","Integral",1,8,48,"Matemática","Bacharelado","Desligamento",1352,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2012,"2º Semestre",2015,"Permanência","1º Semestre","Desligamento por Abandono",0,12.3762,"N","2006","12/05/2015","12/05/2015","F","Parda","Integral",2,5,30,"Matemática","Bacharelado","Desligamento",1353,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0,5,"S","2006","19/04/2022","19/04/2022","F","Parda","Integral",1,2,12,"Matemática","Bacharelado","Desistência",1354,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2015,"2º Semestre",2020,"Vestibular","1º Semestre","Formado",7.19,15.5359,"N","2006","04/02/2021","04/02/2021","M","Branca","Integral",2,9,54,"Matemática","Bacharelado","Formado",1355,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2020,"2º Semestre",2021,"Novo Curso","1º Semestre","Desistência",4.3,4.0957,"N","2006","31/08/2021","31/08/2021","M","Parda","Integral",2,1,6,"Matemática","Bacharelado","Desistência",1356,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2022,"Sisu","2º Semestre","Desistência",1.45,3.1111,"N","2006","27/09/2022","27/09/2022","M","Amarela","Integral",1,7,42,"Matemática","Bacharelado","Desistência",1357,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2020,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",0,5,"S","2006","10/12/2021","10/12/2021","F","Parda","Integral",1,3,18,"Matemática","Bacharelado","Desistência",1358,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"1º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,12.1551,"N","2006","07/01/2016","07/01/2016","M","Branca","Integral",1,5,30,"Matemática","Bacharelado","Desligamento",1359,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2016,"2º Semestre",2021,"Novo Curso","2º Semestre","Desistência",8.21,15.9432,"N","2006","21/02/2022","21/02/2022","M","Branca","Integral",2,10,60,"Matemática","Bacharelado","Desistência",1360,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0,5,"S","2006","28/06/2022","28/06/2022","M","Preta","Integral",1,0,0,"Matemática","Bacharelado","Desistência",1361,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2020,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,25,"S","2006","14/01/2021","14/01/2021","M","Parda","Integral",1,2,12,"Matemática","Bacharelado","Desistência",1362,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2019,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",0.21,2.9349,"S","2006","04/03/2020","04/03/2020","M","Preta","Integral",1,2,12,"Matemática","Bacharelado","Desistência",1363,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2013,"1º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,5,"N","2006","07/01/2016","07/01/2016","M","Branca","Integral",1,5,30,"Matemática","Bacharelado","Desligamento",1364,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2021,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",2.77,3.5616,"S","2006","27/05/2025","27/05/2025","M","Preta","Integral",1,8,48,"Matemática","Bacharelado","Desligamento",1365,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2011,"2º Semestre",2015,"Permanência","2º Semestre","Desligamento por Abandono",0,12.1551,"N","2006","07/01/2016","07/01/2016","M","Amarela","Integral",2,8,48,"Matemática","Bacharelado","Desligamento",1366,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 B","Matemática - Bacharelado",2017,"1º Semestre",2021,"Sisu","2º Semestre","Formado",7.33,15.271,"N","2006","28/04/2022","28/04/2022","M","Branca","Integral",1,9,54,"Matemática","Bacharelado","Formado",1367,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2019,"2º Semestre",2023,"Reopção de Curso","1º Semestre","Formado",8.5,15.9038,"N","2019","18/08/2023","18/08/2023","M","Branca","Integral",2,7,42,"Matemática","Licenciatura","Formado",1368,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0,5,"N","2019","01/07/2022","01/07/2022","F","Branca","Integral",1,0,0,"Matemática","Licenciatura","Desistência",1369,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2020,"1º Semestre",2023,"Novo Curso","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,5,"N","2019","31/08/2023","31/08/2023","F","Preta","Integral",1,6,36,"Matemática","Licenciatura","Desligamento",1370,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"N","2019","01/07/2021","01/07/2021","M","Parda","Integral",1,0,0,"Matemática","Licenciatura","Desistência",1371,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2020,"1º Semestre",2023,"Transferência ex-oficio (direito legal)","2º Semestre","Formado",8.5,15.8101,"N","2006","16/02/2024","16/02/2024","M","Não quis declarar","Integral",1,7,42,"Matemática","Licenciatura","Formado",1372,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2013,"1º Semestre",2015,"Permanência","2º Semestre","Desistência",0,5,"N","2006","14/08/2015","14/08/2015","M","Parda","Integral",1,5,30,"Matemática","Licenciatura","Desistência",1373,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2019,"1º Semestre",2023,"Sisu","2º Semestre","Formado",7.94,15.5853,"N","2019","16/02/2024","16/02/2024","F","Branca","Integral",1,9,54,"Matemática","Licenciatura","Formado",1374,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2013,"1º Semestre",2017,"Vestibular","2º Semestre","Formado",6.26,14.9148,"N","2006","02/02/2018","02/02/2018","F","Parda","Integral",1,9,54,"Matemática","Licenciatura","Formado",1375,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2020,"1º Semestre",2023,"Sisu","2º Semestre","Formado",9.46,16.3158,"N","2019","11/01/2024","11/01/2024","F","Preta","Integral",1,7,42,"Matemática","Licenciatura","Formado",1376,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2016,"2º Semestre",2019,"Vestibular","2º Semestre","Formado",7.96,15.5722,"N","2006","14/02/2020","14/02/2020","M","Branca","Integral",2,6,36,"Matemática","Licenciatura","Formado",1377,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2022,"1º Semestre",2024,"Sisu","1º Semestre","Desistência",1.53,2.7473,"N","2019","21/05/2024","21/05/2024","F","Branca","Integral",1,4,24,"Matemática","Licenciatura","Desistência",1378,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2014,"2º Semestre",2018,"Vestibular","1º Semestre","Formado",7.98,16.573,"N","2006","02/08/2018","02/08/2018","M","Parda","Integral",2,7,42,"Matemática","Licenciatura","Formado",1379,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2021,"1º Semestre",2022,"Sisu","2º Semestre","Desistência",4.78,3.8825,"N","2019","02/02/2023","02/02/2023","F","Parda","Integral",1,3,18,"Matemática","Licenciatura","Desistência",1380,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2020,"1º Semestre",2024,"Sisu","2º Semestre","Formado",7.91,15.9061,"N","2019","07/03/2025","07/03/2025","M","Branca","Integral",1,9,54,"Matemática","Licenciatura","Formado",1381,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2025,"1º Semestre",2025,"Sisu","1º Semestre","Desistência",0,NA,"N","2019","24/03/2025","24/03/2025","F","Parda","Integral",1,0,0,"Matemática","Licenciatura","Desistência",1382,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2019,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",9.25,6.284,"N","2019","31/08/2023","31/08/2023","M","Parda","Integral",1,8,48,"Matemática","Licenciatura","Desligamento",1383,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2020,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",7.99,5,"N","2019","28/05/2021","28/05/2021","M","Branca","Integral",1,1,6,"Matemática","Licenciatura","Desistência",1384,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2023,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",5.08,4.43,"N","2019","07/11/2024","07/11/2024","M","Branca","Integral",1,3,18,"Matemática","Licenciatura","Desistência",1385,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2023,"1º Semestre",2023,"Sisu","2º Semestre","Desistência",3.69,3.6257,"S","2019","13/11/2023","13/11/2023","M","Branca","Integral",1,1,6,"Matemática","Licenciatura","Desistência",1386,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2012,"2º Semestre",2015,"Vestibular","2º Semestre","Formado",8.52,17.7132,"N","2006","04/02/2016","04/02/2016","M","Branca","Integral",2,6,36,"Matemática","Licenciatura","Formado",1387,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"12 L","Matemática - Licenciatura",2021,"2º Semestre",2024,"Remoção","1º Semestre","Desistência",2.74,3.183,"N","2019","06/03/2024","06/03/2024","M","Preta","Integral",2,5,30,"Matemática","Licenciatura","Desistência",1388,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
