"COD_CURSO","NOME_CURSO","ANO_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","FORMA_INGRESSO","PERIODO_EVASAO","FORMA_EVASAO","CRA","CRN","COTISTA","NUM_VERSAO","DT_SAIDA","DT_SAIDA_1","SEXO","ETNIA","TURNO_CURSO","SEM_INGRESSO","RETENCAO_PERIODOS","RETENCAO_MESES","NOMEE_CURSO","MODALIDADE","FORMA_EVASAO_limpo","id_estudante","hash_completo"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"S","2018","01/07/2021","01/07/2021","M","Parda","Integral",1,0,0,"Física","Bacharelado","Desistência",340,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",0.15,2.697,"N","2018","31/10/2024","31/10/2024","M","Branca","Integral",1,1,6,"Física","Bacharelado","Desistência",341,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",8.38,6.19,"N","2018","07/04/2022","07/04/2022","M","Branca","Integral",1,1,6,"Física","Bacharelado","Desistência",342,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0.68,5,"S","2008","26/07/2019","26/07/2019","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",343,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",4.59,4.765,"S","2008","19/08/2020","19/08/2020","M","Parda","Integral",1,2,12,"Física","Bacharelado","Desistência",344,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",5.49,5.0757,"S","2008","29/10/2021","29/10/2021","N","Branca","Integral",1,5,30,"Física","Bacharelado","Desistência",345,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2020,"Vestibular","1º Semestre","Formado",5.64,15.248,"S","2008","06/10/2020","06/10/2020","M","Branca","Integral",1,12,72,"Física","Bacharelado","Formado",346,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",1.41,3.1696,"N","2018","01/09/2022","01/09/2022","M","Parda","Integral",1,8,48,"Física","Bacharelado","Desligamento",347,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2020,"Sisu","1º Semestre","Adaptação Curricular",0.87,2.9816,"S","2008","24/06/2020","24/06/2020","M","Parda","Integral",1,4,24,"Física","Bacharelado","Outros",348,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",1.37,3.0286,"N","2008","13/12/2022","13/12/2022","M","Parda","Integral",1,9,54,"Física","Bacharelado","Desligamento",349,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",1.39,2.806,"S","2008","23/02/2017","23/02/2017","F","Parda","Integral",1,5,30,"Física","Bacharelado","Desistência",350,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2021,"Sisu","1º Semestre","Formado",6.84,15.56,"N","2008","25/11/2021","25/11/2021","F","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",351,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",3.65,4.1099,"N","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,10,60,"Física","Bacharelado","Desligamento",352,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","2º Semestre","Formado",6.69,15.2914,"S","2008","01/03/2023","01/03/2023","M","Branca","Integral",1,9,54,"Física","Bacharelado","Formado",353,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.17,2.6061,"S","2018","31/08/2023","31/08/2023","F","Preta","Integral",1,6,36,"Física","Bacharelado","Desligamento",354,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2018,"Vestibular","2º Semestre","Formado",5.46,14.9605,"S","2008","07/02/2019","07/02/2019","M","Branca","Integral",1,5,30,"Física","Bacharelado","Formado",355,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",0,25,"N","2018","19/08/2020","19/08/2020","F","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",356,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2020,"Vestibular","1º Semestre","Formado",6.46,15.486,"N","2008","04/02/2021","04/02/2021","F","Branca","Integral",1,10,60,"Física","Bacharelado","Formado",357,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",2.49,3.741,"S","2008","03/09/2020","03/09/2020","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desistência",358,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",1.12,2.6803,"N","2008","15/02/2016","15/02/2016","M","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",359,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.4415,"N","2008","13/12/2022","13/12/2022","M","Parda","Integral",1,7,42,"Física","Bacharelado","Desligamento",360,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",3.1,3.7455,"N","2018","11/08/2023","11/08/2023","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desistência",361,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2021,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",1.23,3.2523,"S","2008","23/12/2021","23/12/2021","M","Parda","Integral",1,13,78,"Física","Bacharelado","Desligamento",362,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2021,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",2.99,3.9846,"N","2008","23/12/2021","23/12/2021","M","Parda","Integral",1,17,102,"Física","Bacharelado","Desligamento",363,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",1.39,5,"N","2008","30/07/2019","30/07/2019","F","Parda","Integral",1,0,0,"Física","Bacharelado","Desistência",364,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",1.28,2.8978,"N","2008","08/01/2019","08/01/2019","F","Parda","Integral",1,2,12,"Física","Bacharelado","Desistência",365,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",4.13,4.2908,"S","2008","01/09/2022","01/09/2022","F","Parda","Integral",1,12,72,"Física","Bacharelado","Desligamento",366,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",4.15,5,"S","2018","07/06/2021","07/06/2021","F","Branca","Integral",1,2,12,"Física","Bacharelado","Desistência",367,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","1º Semestre","Desligamento",0.23,2.7318,"N","2018","08/11/2024","08/11/2024","F","Branca","Integral",1,0,0,"Física","Bacharelado","Desligamento",368,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",3.14,3.8958,"N","2018","04/08/2022","04/08/2022","F","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",369,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2020,"Sisu","1º Semestre","Adaptação Curricular",2.19,3.6144,"N","2008","23/03/2020","23/03/2020","F","Branca","Integral",1,4,24,"Física","Bacharelado","Outros",370,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0.34,2.7186,"S","2018","27/05/2025","27/05/2025","F","Preta","Integral",1,6,36,"Física","Bacharelado","Desligamento",371,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2018,"Vestibular","1º Semestre","Reopção de curso",2.65,3.4752,"N","2008","18/07/2018","18/07/2018","F","Branca","Integral",1,8,48,"Física","Bacharelado","Transferência",372,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2018,"Sisu","2º Semestre","Desistência",5.82,5.7407,"N","2008","19/07/2018","19/07/2018","F","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",373,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2017,"Vestibular","1º Semestre","Desistência",5.46,5.0639,"N","2008","28/03/2017","28/03/2017","F","Branca","Integral",1,6,36,"Física","Bacharelado","Desistência",374,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","1º Semestre","Desligamento por Abandono",4.1,4.4338,"N","2008","22/04/2015","22/04/2015","F","Parda","Integral",1,6,36,"Física","Bacharelado","Desligamento",375,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2023,"Vestibular","2º Semestre","Formado",5.21,14.7009,"N","2008","23/02/2024","23/02/2024","M","Branca","Integral",1,19,114,"Física","Bacharelado","Formado",376,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0.03,5,"S","2018","26/04/2022","26/04/2022","F","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",377,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Desligamento por Abandono",3.04,4.2364,"N","2008","05/01/2016","05/01/2016","M","Branca","Integral",1,9,54,"Física","Bacharelado","Desligamento",378,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",0,2.0002,"N","2008","24/03/2017","24/03/2017","M","Branca","Integral",1,1,6,"Física","Bacharelado","Desistência",379,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2017,"Vestibular","1º Semestre","Formado",6.43,15.403,"N","2008","28/07/2017","28/07/2017","M","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",380,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2021,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",2.92,3.9555,"N","2008","23/12/2021","23/12/2021","M","Branca","Integral",1,11,66,"Física","Bacharelado","Desligamento",381,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2024,"Sisu","2º Semestre","Formado",8.9,16.5187,"N","2018","02/04/2025","02/04/2025","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",382,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",1.29,3.1192,"N","2008","01/09/2022","01/09/2022","M","Parda","Integral",1,8,48,"Física","Bacharelado","Desligamento",383,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2022,"Sisu","1º Semestre","Formado",6.17,15.0857,"N","2008","14/10/2022","14/10/2022","M","Branca","Integral",1,10,60,"Física","Bacharelado","Formado",384,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",3.37,4.4425,"S","2008","26/10/2021","26/10/2021","M","Parda","Integral",1,4,24,"Física","Bacharelado","Desistência",385,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2017,"Vestibular","1º Semestre","Desligamento por Abandono",1.35,2.7001,"N","2008","08/05/2017","08/05/2017","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",386,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",1.65,3.1229,NA,NA,NA,NA,NA,NA,NA,1,4,24,"Física","Bacharelado","Desistência",387,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",0.25,2.3509,"N","2008","10/08/2016","10/08/2016","M","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",388,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",6.98,5.509,"S","2018","11/08/2023","11/08/2023","M","Parda","Integral",1,2,12,"Física","Bacharelado","Desistência",389,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2017,"Vestibular","2º Semestre","Desistência",0.7,2.4522,"N","2008","06/02/2018","06/02/2018","M","Branca","Integral",1,3,18,"Física","Bacharelado","Desistência",390,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",5.08,4.7103,"N","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,12,72,"Física","Bacharelado","Desligamento",391,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2016,"Vestibular","1º Semestre","Desistência",3.96,4.2476,"N","2008","20/04/2016","20/04/2016","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",392,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",5,6.2783,"S","2008","08/03/2019","08/03/2019","M","Preta","Integral",1,2,12,"Física","Bacharelado","Desistência",393,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2025,"Sisu","1º Semestre","Desistência",2.16,3.5444,"N","2018","23/04/2025","23/04/2025","M","Parda","Integral",1,2,12,"Física","Bacharelado","Desistência",394,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",0,25,"N","2018","20/08/2020","20/08/2020","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",395,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0.23,5,"S","2008","12/06/2019","12/06/2019","M","Parda","Integral",1,0,0,"Física","Bacharelado","Desistência",396,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",1.38,3.2097,"S","2008","18/09/2020","18/09/2020","M","Branca","Integral",1,2,12,"Física","Bacharelado","Desistência",397,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2023,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0.44,2.7631,"N","2018","27/05/2025","27/05/2025","M","Branca","Integral",1,4,24,"Física","Bacharelado","Desligamento",398,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",4.3,4.3779,"S","2008","31/08/2023","31/08/2023","M","Parda","Integral",1,10,60,"Física","Bacharelado","Desligamento",399,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0,5,"N","2018","23/06/2021","23/06/2021","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",400,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2020,"Vestibular","1º Semestre","Desistência",1.22,3.1494,"N","2008","19/08/2020","19/08/2020","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",401,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2018,"Vestibular","2º Semestre","Formado",6.85,15.6466,"N","2008","07/02/2019","07/02/2019","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",402,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2019,"Sisu","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0.22,2.5358,"S","2008","13/12/2022","13/12/2022","M","Parda","Integral",1,5,30,"Física","Bacharelado","Desligamento",403,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2017,"Vestibular","2º Semestre","Desistência",5.72,5.0626,"N","2008","25/08/2017","25/08/2017","M","Parda","Integral",1,5,30,"Física","Bacharelado","Desistência",404,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",2.5,3.763,"N","2008","19/08/2020","19/08/2020","F","Branca","Integral",1,6,36,"Física","Bacharelado","Desistência",405,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0,5,"N","2008","31/07/2019","31/07/2019","F","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",406,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","2º Semestre","Desistência",5.65,5.3136,"N","2008","13/09/2019","13/09/2019","F","Preta","Integral",1,3,18,"Física","Bacharelado","Desistência",407,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",0,5,"N","2018","22/02/2022","22/02/2022","M","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",408,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2019,"Reopção de Curso","2º Semestre","Formado",5.45,15.17,"N","2008","14/02/2020","14/02/2020","F","Parda","Integral",1,15,90,"Física","Bacharelado","Formado",409,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2023,"Novo Curso","1º Semestre","Desistência",0,5,"N","2018","12/05/2023","12/05/2023","F","Não quis declarar","Integral",1,6,36,"Física","Bacharelado","Desistência",410,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
